0.718	-0.103
0.249	-0.073
0.054	-0.869
0.508	-1.465
0.796	-0.962
0.649	-0.352
0.400	-0.513
0.342	-0.933
0.503	-1.084
0.625	-1.299
0.615	-0.562
0.312	-0.488
0.293	-0.933
0.435	-1.196
0.322	-0.806
0.190	-0.718
0.151	-0.747
-0.171	-0.962
0.039	-1.475
0.356	-1.157
0.288	-0.654
0.044	-0.498
0.005	-0.854
0.107	-1.182
0.493	-0.835
0.615	-0.112
0.469	-0.132
0.386	-0.137
0.527	-0.503
0.742	-0.371
0.645	0.137
0.317	0.029
0.195	0.327
0.229	0.020
0.205	-0.645
0.039	0.166
-0.190	0.557
-0.522	-0.029
-0.156	0.234
-0.225	-0.103
-0.366	-0.454
-0.239	0.859
-0.308	0.688
-0.093	-0.688
0.000	-0.249
0.039	0.352
-0.024	0.229
0.068	0.513
-0.020	0.127
-0.103	-0.059
-0.054	0.688
-0.298	0.776
-0.459	1.025
-0.376	0.806
-0.493	0.508
-0.605	0.649
-0.771	1.143
-0.620	0.742
-0.581	0.117
-0.557	-0.176
-0.386	0.010
-0.454	0.146
-0.410	0.166
0.029	0.396
-0.049	-0.024
-0.132	-0.171
0.005	0.762
-0.029	1.353
-0.200	1.611
-0.049	1.519
-0.127	-0.190
-0.566	-2.061
-0.527	-2.227
-0.664	-1.846
-0.522	-0.269
-0.439	0.845
-0.742	0.215
-0.562	0.249
-0.532	1.772
-0.195	1.152
0.024	-0.059
-0.088	-1.504
-0.303	-1.597
-0.132	-0.449
0.293	0.312
0.435	0.713
0.249	1.191
-0.103	1.445
-0.078	1.958
0.400	0.542
0.508	-5.718
0.186	-6.479
-0.229	-5.010
0.039	-5.146
0.459	2.295
0.518	6.255
0.322	3.081
-0.078	-0.044
0.405	-1.147
0.889	0.874
1.147	-0.103
0.806	-3.437
0.444	-4.653
0.420	-3.164
0.518	-0.537
0.488	1.675
-0.034	3.418
-0.454	5.024
0.078	4.648
0.210	1.147
0.127	-2.168
-0.010	-2.417
-0.386	-1.562
-0.200	-3.223
0.200	-3.379
0.405	-2.139
0.400	-0.327
0.361	1.758
0.688	2.280
1.201	1.235
1.475	0.786
1.099	0.342
0.596	-0.688
0.386	-1.699
0.542	-2.397
0.405	-1.611
-0.342	-0.391
-0.669	0.205
-0.566	0.923
-0.112	0.469
0.029	0.801
-0.195	0.811
-0.278	0.078
0.054	-0.640
0.312	-0.234
