-0.742	-0.088
-0.884	-0.220
-0.674	-0.649
-0.679	-0.937
-0.630	-0.117
-0.342	0.278
-0.269	-0.269
-0.200	-0.596
0.054	-0.327
0.078	0.132
0.054	-0.015
-0.010	-0.181
-0.156	-0.493
-0.210	-0.220
-0.400	-0.068
-0.361	-0.088
-0.581	-0.332
-0.942	-0.493
-1.162	-0.449
-1.123	-0.303
-1.279	0.278
-1.177	-0.298
-1.138	-0.825
-1.074	0.420
-0.776	0.698
-0.674	0.474
-0.786	0.767
-0.562	-0.356
-0.005	0.576
-0.054	1.558
0.352	0.991
0.278	0.537
0.293	0.703
0.503	0.664
0.430	1.191
0.464	1.304
0.342	1.011
0.156	0.757
0.293	0.762
0.000	1.562
-0.181	1.270
-0.366	1.338
-0.425	0.903
-0.356	0.586
-0.562	1.626
-0.513	1.357
-0.620	0.649
-0.664	0.977
-0.425	0.757
-0.557	0.576
-0.566	1.152
-0.479	0.483
-0.518	-0.015
-0.576	0.527
-0.400	0.483
-0.659	0.386
-0.820	0.430
-0.591	-0.146
-0.591	0.063
-0.850	0.522
-0.459	0.088
-0.718	0.195
-0.854	0.195
-0.552	0.010
-0.449	0.239
-0.552	0.464
-0.498	0.220
-0.273	-0.156
-0.195	0.210
0.000	0.996
-0.146	1.670
-0.122	0.615
0.171	-0.005
0.225	-0.371
0.283	2.007
0.342	-2.305
0.186	-1.001
0.332	0.376
0.508	1.655
0.532	1.401
0.605	-0.757
0.444	-0.176
0.322	1.465
0.708	1.875
0.723	-0.771
0.229	-0.898
0.396	1.177
0.273	0.977
0.322	-0.967
0.415	0.303
0.098	0.645
-0.132	-0.405
0.137	0.244
0.454	-0.024
0.298	-0.186
0.259	-0.244
0.488	-0.620
0.933	-0.386
1.143	0.059
1.099	-0.273
1.079	-0.464
0.869	0.312
0.947	-0.244
1.045	0.015
0.903	-0.059
0.688	0.273
0.425	0.039
0.205	0.029
0.103	-0.107
-0.088	0.151
-0.195	0.356
0.005	0.195
0.054	0.005
0.020	0.122
0.176	0.312
0.195	0.059
0.103	0.176
0.444	0.142
0.771	-0.151
0.796	-0.254
0.820	0.132
0.981	0.361
1.123	0.264
1.113	0.200
1.084	0.415
1.001	0.327
0.864	0.518
0.713	0.464
0.674	0.410
0.542	0.278
0.322	0.283
0.156	0.352
0.288	0.366
-0.010	0.244
0.186	0.137
0.371	0.161
0.317	0.039
0.684	0.400
0.493	0.234
0.835	-0.107
0.996	0.049
1.079	0.034
0.991	0.161
1.123	0.527
1.001	0.054
0.718	0.200
0.635	0.259
0.605	0.444
0.562	0.024
0.342	0.493
0.356	-0.366
0.122	0.327
0.166	0.469
0.249	-0.312
0.308	0.430
0.151	0.103
0.225	-0.029
0.552	0.415
0.630	-0.098
0.674	-0.068
0.806	0.449
0.503	0.015
0.718	0.186
1.001	0.059
0.635	0.264
0.469	0.439
0.488	0.273
0.303	0.239
0.229	0.259
0.225	0.293
0.024	0.391
-0.249	0.391
